"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"8150","LN864819.1","Pseudoramibacter_alactolyticus_ATCC_23263_","57","0","0","2515","35569"
"8151","NZ_KX523901.1","Pseudoramibacter_alactolyticus_ATCC_23263_","12","0","0","2515","35569"
"8152","MT441554.1","Pseudoramibacter_alactolyticus_ATCC_23263_","18","0","0","2515","35569"
"8153","JN626286.1","Streptococcus_parasanguinis_ATCC_903_","37","0","0","2080","36019"
"8154","LN864819.1","Streptococcus_parasanguinis_ATCC_903_","57","54","55","2080","36019"
"8155","NZ_KX523901.1","Streptococcus_parasanguinis_ATCC_903_","12","0","0","2080","36019"
"8156","MT441554.1","Streptococcus_parasanguinis_ATCC_903_","18","24","23","2080","36019"
"8157","JN626286.1","Streptococcus_oralis_ATCC_49296_","37","0","0","2013","32254"
"8158","LN864819.1","Streptococcus_oralis_ATCC_49296_","57","0","0","2013","32254"
"8159","NZ_KX523901.1","Streptococcus_oralis_ATCC_49296_","12","0","0","2013","32254"
"8160","MT441554.1","Streptococcus_oralis_ATCC_49296_","18","16","15","2013","32254"
"8161","JN626286.1","Actinomyces_cardiffensis_F0333_","37","32","31","1983","30393"
"8162","LN864819.1","Actinomyces_cardiffensis_F0333_","57","32","31","1983","30393"
"8163","NZ_KX523901.1","Actinomyces_cardiffensis_F0333_","12","32","31","1983","30393"
"8164","MT441554.1","Actinomyces_cardiffensis_F0333_","18","44","43","1983","30393"
"8165","JN626286.1","Actinomyces_sp._oral_taxon_180_str._F0310_","37","103","102","2070","32639"
"8166","LN864819.1","Actinomyces_sp._oral_taxon_180_str._F0310_","57","169","176","2070","32639"
"8167","NZ_KX523901.1","Actinomyces_sp._oral_taxon_180_str._F0310_","12","32","31","2070","32639"
"8168","MT441554.1","Actinomyces_sp._oral_taxon_180_str._F0310_","18","43","43","2070","32639"
"8169","JN626286.1","Leptotrichia_wadei_F0279_","37","0","0","2277","28138"
"8170","LN864819.1","Leptotrichia_wadei_F0279_","57","0","0","2277","28138"
"8171","NZ_KX523901.1","Leptotrichia_wadei_F0279_","12","0","0","2277","28138"
"8172","MT441554.1","Leptotrichia_wadei_F0279_","18","0","0","2277","28138"
"8173","JN626286.1","Actinomyces_sp._oral_taxon_448_str._F0400_","37","34","33","2518","34463"
"8174","LN864819.1","Actinomyces_sp._oral_taxon_448_str._F0400_","57","41","40","2518","34463"
"8175","NZ_KX523901.1","Actinomyces_sp._oral_taxon_448_str._F0400_","12","34","33","2518","34463"
"8176","MT441554.1","Actinomyces_sp._oral_taxon_448_str._F0400_","18","45","45","2518","34463"
"8177","JN626286.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_","37","44","136","2445","30605"
"8178","LN864819.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_","57","44","136","2445","30605"
"8179","NZ_KX523901.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_","12","40","61","2445","30605"
"8180","MT441554.1","Capnocytophaga_sp._oral_taxon_338_str._F0234_","18","46","45","2445","30605"
"8181","JN626286.1","Centipeda_periodontii_DSM_2778_","37","210","223","2631","49940"
"8182","LN864819.1","Centipeda_periodontii_DSM_2778_","57","346","399","2631","49940"
"8183","NZ_KX523901.1","Centipeda_periodontii_DSM_2778_","12","105","111","2631","49940"
"8184","MT441554.1","Centipeda_periodontii_DSM_2778_","18","105","111","2631","49940"
"8185","JN626286.1","Dialister_micraerophilus_DSM_19965_","37","19","18","1243","22028"
"8186","LN864819.1","Dialister_micraerophilus_DSM_19965_","57","132","154","1243","22028"
"8187","NZ_KX523901.1","Dialister_micraerophilus_DSM_19965_","12","19","18","1243","22028"
"8188","MT441554.1","Dialister_micraerophilus_DSM_19965_","18","19","18","1243","22028"
"8189","JN626286.1","Enterococcus_italicus_DSM_15952_","37","92","93","2404","39526"
"8190","LN864819.1","Enterococcus_italicus_DSM_15952_","57","98","99","2404","39526"
"8191","NZ_KX523901.1","Enterococcus_italicus_DSM_15952_","12","71","70","2404","39526"
"8192","MT441554.1","Enterococcus_italicus_DSM_15952_","18","116","118","2404","39526"
"8193","JN626286.1","Actinomyces_neuii_BVS029A5_","37","0","0","1935","29700"
"8194","LN864819.1","Actinomyces_neuii_BVS029A5_","57","0","0","1935","29700"
"8195","NZ_KX523901.1","Actinomyces_neuii_BVS029A5_","12","0","0","1935","29700"
"8196","MT441554.1","Actinomyces_neuii_BVS029A5_","18","0","0","1935","29700"
"8197","JN626286.1","Eubacterium_sulci_ATCC_35585_","37","32","31","1587","20433"
"8198","LN864819.1","Eubacterium_sulci_ATCC_35585_","57","32","31","1587","20433"
"8199","NZ_KX523901.1","Eubacterium_sulci_ATCC_35585_","12","32","31","1587","20433"
"8200","MT441554.1","Eubacterium_sulci_ATCC_35585_","18","32","31","1587","20433"
"8201","JN626286.1","Prevotella_multiformis_DSM_16608_","37","86","89","2884","30681"
"8202","LN864819.1","Prevotella_multiformis_DSM_16608_","57","86","89","2884","30681"
"8203","NZ_KX523901.1","Prevotella_multiformis_DSM_16608_","12","93","99","2884","30681"
"8204","MT441554.1","Prevotella_multiformis_DSM_16608_","18","53","54","2884","30681"
"8205","JN626286.1","Streptococcus_peroris_ATCC_700780_","37","44","43","1638","34153"
"8206","LN864819.1","Streptococcus_peroris_ATCC_700780_","57","44","43","1638","34153"
"8207","NZ_KX523901.1","Streptococcus_peroris_ATCC_700780_","12","58","62","1638","34153"
"8208","MT441554.1","Streptococcus_peroris_ATCC_700780_","18","106","114","1638","34153"
"8209","JN626286.1","Streptococcus_sanguinis_SK49_","37","76","75","2272","37330"
"8210","LN864819.1","Streptococcus_sanguinis_SK49_","57","129","134","2272","37330"
"8211","NZ_KX523901.1","Streptococcus_sanguinis_SK49_","12","49","48","2272","37330"
"8212","MT441554.1","Streptococcus_sanguinis_SK49_","18","76","75","2272","37330"
"8213","JN626286.1","Streptococcus_sanguinis_SK355_","37","45","44","2320","37304"
"8214","LN864819.1","Streptococcus_sanguinis_SK355_","57","92","92","2320","37304"
"8215","NZ_KX523901.1","Streptococcus_sanguinis_SK355_","12","45","44","2320","37304"
"8216","MT441554.1","Streptococcus_sanguinis_SK355_","18","45","44","2320","37304"
"8217","JN626286.1","Streptococcus_sanguinis_SK1057_","37","74","73","2322","38555"
"8218","LN864819.1","Streptococcus_sanguinis_SK1057_","57","129","128","2322","38555"
"8219","NZ_KX523901.1","Streptococcus_sanguinis_SK1057_","12","74","73","2322","38555"
"8220","MT441554.1","Streptococcus_sanguinis_SK1057_","18","74","73","2322","38555"
"8221","JN626286.1","Prevotella_salivae_DSM_15606_","37","37","36","2939","32697"
"8222","LN864819.1","Prevotella_salivae_DSM_15606_","57","37","36","2939","32697"
"8223","NZ_KX523901.1","Prevotella_salivae_DSM_15606_","12","52","57","2939","32697"
"8224","MT441554.1","Prevotella_salivae_DSM_15606_","18","57","61","2939","32697"
"8225","JN626286.1","Streptococcus_australis_ATCC_700641_","37","48","47","2030","37627"
"8226","LN864819.1","Streptococcus_australis_ATCC_700641_","57","143","144","2030","37627"
"8227","NZ_KX523901.1","Streptococcus_australis_ATCC_700641_","12","57","55","2030","37627"
"8228","MT441554.1","Streptococcus_australis_ATCC_700641_","18","82","83","2030","37627"
"8229","JN626286.1","Streptococcus_cristatus_ATCC_51100_","37","63","62","1967","30666"
"8230","LN864819.1","Streptococcus_cristatus_ATCC_51100_","57","139","140","1967","30666"
"8231","NZ_KX523901.1","Streptococcus_cristatus_ATCC_51100_","12","45","43","1967","30666"
"8232","MT441554.1","Streptococcus_cristatus_ATCC_51100_","18","101","100","1967","30666"
"8233","JN626286.1","Streptococcus_infantis_ATCC_700779_","37","36","35","1928","32050"
"8234","LN864819.1","Streptococcus_infantis_ATCC_700779_","57","36","35","1928","32050"
"8235","NZ_KX523901.1","Streptococcus_infantis_ATCC_700779_","12","52","55","1928","32050"
"8236","MT441554.1","Streptococcus_infantis_ATCC_700779_","18","78","82","1928","32050"
"8237","JN626286.1","Spirochaeta_africana_DSM_8902_","37","0","0","2787","40323"
"8238","LN864819.1","Spirochaeta_africana_DSM_8902_","57","0","0","2787","40323"
"8239","NZ_KX523901.1","Spirochaeta_africana_DSM_8902_","12","0","0","2787","40323"
"8240","MT441554.1","Spirochaeta_africana_DSM_8902_","18","0","0","2787","40323"
"8241","JN626286.1","Lactobacillus_acidophilus_30SC_","37","0","0","2053","26288"
"8242","LN864819.1","Lactobacillus_acidophilus_30SC_","57","0","0","2053","26288"
"8243","NZ_KX523901.1","Lactobacillus_acidophilus_30SC_","12","0","0","2053","26288"
"8244","MT441554.1","Lactobacillus_acidophilus_30SC_","18","0","0","2053","26288"
"8245","JN626286.1","Anaerobaculum_mobile_DSM_13181_","37","25","24","2020","30473"
"8246","LN864819.1","Anaerobaculum_mobile_DSM_13181_","57","25","24","2020","30473"
"8247","NZ_KX523901.1","Anaerobaculum_mobile_DSM_13181_","12","0","0","2020","30473"
"8248","MT441554.1","Anaerobaculum_mobile_DSM_13181_","18","0","0","2020","30473"
"8249","JN626286.1","Plautia_stali_symbiont_","37","94","93","5220","79776"
"8250","LN864819.1","Plautia_stali_symbiont_","57","94","93","5220","79776"
"8251","NZ_KX523901.1","Plautia_stali_symbiont_","12","58","57","5220","79776"
"8252","MT441554.1","Plautia_stali_symbiont_","18","79","77","5220","79776"
"8253","JN626286.1","Candidatus_Moranella_endobia_PCIT_","37","49","48","407","9995"
"8254","LN864819.1","Candidatus_Moranella_endobia_PCIT_","57","49","48","407","9995"
"8255","NZ_KX523901.1","Candidatus_Moranella_endobia_PCIT_","12","49","48","407","9995"
"8256","MT441554.1","Candidatus_Moranella_endobia_PCIT_","18","49","48","407","9995"
"8257","JN626286.1","Eubacterium_limosum_KIST612_","37","30","29","4637","48089"
"8258","LN864819.1","Eubacterium_limosum_KIST612_","57","30","29","4637","48089"
"8259","NZ_KX523901.1","Eubacterium_limosum_KIST612_","12","0","0","4637","48089"
"8260","MT441554.1","Eubacterium_limosum_KIST612_","18","0","0","4637","48089"
"8261","JN626286.1","Holophaga_foetida_DSM_6591_","37","0","0","3454","77399"
"8262","LN864819.1","Holophaga_foetida_DSM_6591_","57","0","0","3454","77399"
"8263","NZ_KX523901.1","Holophaga_foetida_DSM_6591_","12","0","0","3454","77399"
"8264","MT441554.1","Holophaga_foetida_DSM_6591_","18","0","0","3454","77399"
"8265","JN626286.1","Gardnerella_vaginalis_101_","37","0","0","1157","19413"
"8266","LN864819.1","Gardnerella_vaginalis_101_","57","0","0","1157","19413"
"8267","NZ_KX523901.1","Gardnerella_vaginalis_101_","12","0","0","1157","19413"
"8268","MT441554.1","Gardnerella_vaginalis_101_","18","0","0","1157","19413"
"8269","JN626286.1","Streptococcus_downei_F0415_","37","0","0","2204","32197"
"8270","LN864819.1","Streptococcus_downei_F0415_","57","0","0","2204","32197"
"8271","NZ_KX523901.1","Streptococcus_downei_F0415_","12","0","0","2204","32197"
"8272","MT441554.1","Streptococcus_downei_F0415_","18","33","32","2204","32197"
"8273","JN626286.1","Streptococcus_sp._oral_taxon_056_str._F0418_","37","0","0","1963","32265"
"8274","LN864819.1","Streptococcus_sp._oral_taxon_056_str._F0418_","57","0","0","1963","32265"
"8275","NZ_KX523901.1","Streptococcus_sp._oral_taxon_056_str._F0418_","12","0","0","1963","32265"
"8276","MT441554.1","Streptococcus_sp._oral_taxon_056_str._F0418_","18","0","0","1963","32265"
"8277","JN626286.1","Oribacterium_sp._oral_taxon_108_str._F0425_","37","59","57","2344","37332"
"8278","LN864819.1","Oribacterium_sp._oral_taxon_108_str._F0425_","57","59","57","2344","37332"
"8279","NZ_KX523901.1","Oribacterium_sp._oral_taxon_108_str._F0425_","12","42","41","2344","37332"
"8280","MT441554.1","Oribacterium_sp._oral_taxon_108_str._F0425_","18","59","57","2344","37332"
"8281","JN626286.1","Streptococcus_vestibularis_F0396_","37","23","22","1979","33100"
"8282","LN864819.1","Streptococcus_vestibularis_F0396_","57","23","22","1979","33100"
"8283","NZ_KX523901.1","Streptococcus_vestibularis_F0396_","12","9","8","1979","33100"
"8284","MT441554.1","Streptococcus_vestibularis_F0396_","18","66","66","1979","33100"
"8285","JN626286.1","Staphylococcus_pettenkoferi_VCU012_","37","34","46","2345","27703"
"8286","LN864819.1","Staphylococcus_pettenkoferi_VCU012_","57","34","46","2345","27703"
"8287","NZ_KX523901.1","Staphylococcus_pettenkoferi_VCU012_","12","0","0","2345","27703"
"8288","MT441554.1","Staphylococcus_pettenkoferi_VCU012_","18","24","23","2345","27703"
"8289","JN626286.1","Nonlabens_ulvanivorans_","37","0","0","3731","68056"
"8290","LN864819.1","Nonlabens_ulvanivorans_","57","0","0","3731","68056"
"8291","NZ_KX523901.1","Nonlabens_ulvanivorans_","12","0","0","3731","68056"
"8292","MT441554.1","Nonlabens_ulvanivorans_","18","0","0","3731","68056"
"8293","JN626286.1","Treponema_brennaborense_DSM_12168_","37","0","0","2534","35480"
"8294","LN864819.1","Treponema_brennaborense_DSM_12168_","57","0","0","2534","35480"
"8295","NZ_KX523901.1","Treponema_brennaborense_DSM_12168_","12","0","0","2534","35480"
"8296","MT441554.1","Treponema_brennaborense_DSM_12168_","18","0","0","2534","35480"
"8297","JN626286.1","Helicobacter_pylori_SouthAfrica7_","37","17","16","1547","21015"
"8298","LN864819.1","Helicobacter_pylori_SouthAfrica7_","57","17","16","1547","21015"
"8299","NZ_KX523901.1","Helicobacter_pylori_SouthAfrica7_","12","0","0","1547","21015"
"8300","MT441554.1","Helicobacter_pylori_SouthAfrica7_","18","0","0","1547","21015"
"8301","JN626286.1","Treponema_saccharophilum_DSM_2985_","37","0","0","2838","48902"
"8302","LN864819.1","Treponema_saccharophilum_DSM_2985_","57","0","0","2838","48902"
"8303","NZ_KX523901.1","Treponema_saccharophilum_DSM_2985_","12","0","0","2838","48902"
"8304","MT441554.1","Treponema_saccharophilum_DSM_2985_","18","0","0","2838","48902"
"8305","JN626286.1","Leuconostoc_fallax_KCTC_3537_","37","0","0","1860","31345"
"8306","LN864819.1","Leuconostoc_fallax_KCTC_3537_","57","0","0","1860","31345"
"8307","NZ_KX523901.1","Leuconostoc_fallax_KCTC_3537_","12","0","0","1860","31345"
"8308","MT441554.1","Leuconostoc_fallax_KCTC_3537_","18","0","0","1860","31345"
"8309","JN626286.1","Eremococcus_coleocola_ACS-139-V-Col8_","37","0","0","1720","32824"
"8310","LN864819.1","Eremococcus_coleocola_ACS-139-V-Col8_","57","0","0","1720","32824"
"8311","NZ_KX523901.1","Eremococcus_coleocola_ACS-139-V-Col8_","12","0","0","1720","32824"
"8312","MT441554.1","Eremococcus_coleocola_ACS-139-V-Col8_","18","32","31","1720","32824"
"8313","JN626286.1","Peptoniphilus_harei_ACS-146-V-Sch2b_","37","0","0","1724","29073"
"8314","LN864819.1","Peptoniphilus_harei_ACS-146-V-Sch2b_","57","0","0","1724","29073"
"8315","NZ_KX523901.1","Peptoniphilus_harei_ACS-146-V-Sch2b_","12","0","0","1724","29073"
"8316","MT441554.1","Peptoniphilus_harei_ACS-146-V-Sch2b_","18","0","0","1724","29073"
"8317","JN626286.1","Lactobacillus_oris_PB013-T2-3_","37","19","34","2038","23558"
"8318","LN864819.1","Lactobacillus_oris_PB013-T2-3_","57","19","34","2038","23558"
"8319","NZ_KX523901.1","Lactobacillus_oris_PB013-T2-3_","12","5","4","2038","23558"
"8320","MT441554.1","Lactobacillus_oris_PB013-T2-3_","18","5","4","2038","23558"
"8321","JN626286.1","Clostridium_sp._HGF2_","37","183","182","4200","226863"
"8322","LN864819.1","Clostridium_sp._HGF2_","57","183","182","4200","226863"
"8323","NZ_KX523901.1","Clostridium_sp._HGF2_","12","16","15","4200","226863"
"8324","MT441554.1","Clostridium_sp._HGF2_","18","16","15","4200","226863"
"8325","JN626286.1","Alistipes_sp._HGB5_","37","0","0","2955","45744"
"8326","LN864819.1","Alistipes_sp._HGB5_","57","0","0","2955","45744"
"8327","NZ_KX523901.1","Alistipes_sp._HGB5_","12","0","0","2955","45744"
"8328","MT441554.1","Alistipes_sp._HGB5_","18","5","4","2955","45744"
"8329","JN626286.1","Prevotella_dentalis_DSM_3688_","37","59","57","2569","26930"
"8330","LN864819.1","Prevotella_dentalis_DSM_3688_","57","59","57","2569","26930"
"8331","NZ_KX523901.1","Prevotella_dentalis_DSM_3688_","12","77","78","2569","26930"
"8332","MT441554.1","Prevotella_dentalis_DSM_3688_","18","59","61","2569","26930"
"8333","JN626286.1","Actinokineospora_sp._EG49_","37","0","0","6634","100112"
"8334","LN864819.1","Actinokineospora_sp._EG49_","57","0","0","6634","100112"
"8335","NZ_KX523901.1","Actinokineospora_sp._EG49_","12","0","0","6634","100112"
"8336","MT441554.1","Actinokineospora_sp._EG49_","18","16","15","6634","100112"
"8337","JN626286.1","Syntrophorhabdus_aromaticivorans_UI_","37","0","0","3487","57268"
"8338","LN864819.1","Syntrophorhabdus_aromaticivorans_UI_","57","0","0","3487","57268"
"8339","NZ_KX523901.1","Syntrophorhabdus_aromaticivorans_UI_","12","0","0","3487","57268"
"8340","MT441554.1","Syntrophorhabdus_aromaticivorans_UI_","18","0","0","3487","57268"
"8341","JN626286.1","SAR116_cluster_alpha_proteobacterium_HIMB100_","37","23","22","2334","39383"
"8342","LN864819.1","SAR116_cluster_alpha_proteobacterium_HIMB100_","57","23","22","2334","39383"
"8343","NZ_KX523901.1","SAR116_cluster_alpha_proteobacterium_HIMB100_","12","0","0","2334","39383"
"8344","MT441554.1","SAR116_cluster_alpha_proteobacterium_HIMB100_","18","0","0","2334","39383"
"8345","JN626286.1","Streptococcus_pseudoporcinus_SPIN_20026_","37","0","0","2030","32060"
"8346","LN864819.1","Streptococcus_pseudoporcinus_SPIN_20026_","57","0","0","2030","32060"
"8347","NZ_KX523901.1","Streptococcus_pseudoporcinus_SPIN_20026_","12","0","0","2030","32060"
"8348","MT441554.1","Streptococcus_pseudoporcinus_SPIN_20026_","18","34","33","2030","32060"
"8349","JN626286.1","Dialister_microaerophilus_UPII_345-E_","37","0","0","1310","22638"
"8350","LN864819.1","Dialister_microaerophilus_UPII_345-E_","57","0","0","1310","22638"
"8351","NZ_KX523901.1","Dialister_microaerophilus_UPII_345-E_","12","0","0","1310","22638"
"8352","MT441554.1","Dialister_microaerophilus_UPII_345-E_","18","0","0","1310","22638"
"8353","JN626286.1","Ewingella_americana_ATCC_33852_","37","112","128","4399","77221"
"8354","LN864819.1","Ewingella_americana_ATCC_33852_","57","112","128","4399","77221"
"8355","NZ_KX523901.1","Ewingella_americana_ATCC_33852_","12","80","79","4399","77221"
"8356","MT441554.1","Ewingella_americana_ATCC_33852_","18","100","102","4399","77221"
"8357","JN626286.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_","37","75","93","4629","63135"
"8358","LN864819.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_","57","75","93","4629","63135"
"8359","NZ_KX523901.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_","12","38","37","4629","63135"
"8360","MT441554.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_","18","52","52","4629","63135"
"8361","JN626286.1","Pseudovibrio_sp._FO-BEG1_","37","73","79","5475","71110"
"8362","LN864819.1","Pseudovibrio_sp._FO-BEG1_","57","73","79","5475","71110"
"8363","NZ_KX523901.1","Pseudovibrio_sp._FO-BEG1_","12","0","0","5475","71110"
"8364","MT441554.1","Pseudovibrio_sp._FO-BEG1_","18","27","26","5475","71110"
"8365","JN626286.1","Weissella_cibaria_KACC_11862_","37","88","94","2100","25527"
"8366","LN864819.1","Weissella_cibaria_KACC_11862_","57","109","115","2100","25527"
"8367","NZ_KX523901.1","Weissella_cibaria_KACC_11862_","12","62","61","2100","25527"
"8368","MT441554.1","Weissella_cibaria_KACC_11862_","18","85","89","2100","25527"
"8369","JN626286.1","Pseudomonas_sp._CF149_","37","29","28","4731","98032"
"8370","LN864819.1","Pseudomonas_sp._CF149_","57","29","28","4731","98032"
"8371","NZ_KX523901.1","Pseudomonas_sp._CF149_","12","0","0","4731","98032"
"8372","MT441554.1","Pseudomonas_sp._CF149_","18","31","30","4731","98032"
"8373","JN626286.1","Lysobacter_arseniciresistens_ZS79_","37","0","0","2363","35016"
"8374","LN864819.1","Lysobacter_arseniciresistens_ZS79_","57","0","0","2363","35016"
"8375","NZ_KX523901.1","Lysobacter_arseniciresistens_ZS79_","12","0","0","2363","35016"
