"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"2063","NZ_KX523901.1","Ralstonia_solanacearum_GMI1000_","12","73","72","5778","78200"
"2064","MT441554.1","Ralstonia_solanacearum_GMI1000_","18","168","168","5778","78200"
"2065","JN626286.1","Propionibacterium_acnes_KPA171202_","37","0","0","2300","33913"
"2066","LN864819.1","Propionibacterium_acnes_KPA171202_","57","0","0","2300","33913"
"2067","NZ_KX523901.1","Propionibacterium_acnes_KPA171202_","12","0","0","2300","33913"
"2068","MT441554.1","Propionibacterium_acnes_KPA171202_","18","0","0","2300","33913"
"2069","JN626286.1","Mycoplasma_mobile_163K_","37","81","89","635","9894"
"2070","LN864819.1","Mycoplasma_mobile_163K_","57","81","89","635","9894"
"2071","NZ_KX523901.1","Mycoplasma_mobile_163K_","12","51","50","635","9894"
"2072","MT441554.1","Mycoplasma_mobile_163K_","18","51","50","635","9894"
"2073","JN626286.1","Paenibacillus_wynnii_","37","30","29","4953","78133"
"2074","LN864819.1","Paenibacillus_wynnii_","57","30","29","4953","78133"
"2075","NZ_KX523901.1","Paenibacillus_wynnii_","12","0","0","4953","78133"
"2076","MT441554.1","Paenibacillus_wynnii_","18","0","0","4953","78133"
"2077","JN626286.1","Synechococcus_elongatus_PCC_6301_","37","43","41","2524","49717"
"2078","LN864819.1","Synechococcus_elongatus_PCC_6301_","57","52","49","2524","49717"
"2079","NZ_KX523901.1","Synechococcus_elongatus_PCC_6301_","12","64","90","2524","49717"
"2080","MT441554.1","Synechococcus_elongatus_PCC_6301_","18","64","90","2524","49717"
"2081","JN626286.1","Burkholderia_vietnamiensis_G4_","37","31","30","6591","81377"
"2082","LN864819.1","Burkholderia_vietnamiensis_G4_","57","31","30","6591","81377"
"2083","NZ_KX523901.1","Burkholderia_vietnamiensis_G4_","12","0","0","6591","81377"
"2084","MT441554.1","Burkholderia_vietnamiensis_G4_","18","24","23","6591","81377"
"2085","JN626286.1","Ehrlichia_canis_str._Jake_","37","0","0","928","13743"
"2086","LN864819.1","Ehrlichia_canis_str._Jake_","57","0","0","928","13743"
"2087","NZ_KX523901.1","Ehrlichia_canis_str._Jake_","12","0","0","928","13743"
"2088","MT441554.1","Ehrlichia_canis_str._Jake_","18","0","0","928","13743"
"2089","JN626286.1","Rhodospirillum_rubrum_ATCC_11170_","37","30","29","3791","54934"
"2090","LN864819.1","Rhodospirillum_rubrum_ATCC_11170_","57","30","29","3791","54934"
"2091","NZ_KX523901.1","Rhodospirillum_rubrum_ATCC_11170_","12","0","0","3791","54934"
"2092","MT441554.1","Rhodospirillum_rubrum_ATCC_11170_","18","0","0","3791","54934"
"2093","JN626286.1","Cytophaga_hutchinsonii_ATCC_33406_","37","66","66","3789","62219"
"2094","LN864819.1","Cytophaga_hutchinsonii_ATCC_33406_","57","74","73","3789","62219"
"2095","NZ_KX523901.1","Cytophaga_hutchinsonii_ATCC_33406_","12","49","48","3789","62219"
"2096","MT441554.1","Cytophaga_hutchinsonii_ATCC_33406_","18","56","58","3789","62219"
"2097","JN626286.1","Geobacter_metallireducens_GS-15_","37","135","134","3579","67223"
"2098","LN864819.1","Geobacter_metallireducens_GS-15_","57","135","134","3579","67223"
"2099","NZ_KX523901.1","Geobacter_metallireducens_GS-15_","12","88","87","3579","67223"
"2100","MT441554.1","Geobacter_metallireducens_GS-15_","18","104","107","3579","67223"
"2101","JN626286.1","Thermobifida_fusca_YX_","37","0","0","3112","39801"
"2102","LN864819.1","Thermobifida_fusca_YX_","57","0","0","3112","39801"
"2103","NZ_KX523901.1","Thermobifida_fusca_YX_","12","0","0","3112","39801"
"2104","MT441554.1","Thermobifida_fusca_YX_","18","16","15","3112","39801"
"2105","JN626286.1","Marinobacter_sp._ELB17_","37","19","18","4850","83227"
"2106","LN864819.1","Marinobacter_sp._ELB17_","57","52","50","4850","83227"
"2107","NZ_KX523901.1","Marinobacter_sp._ELB17_","12","0","0","4850","83227"
"2108","MT441554.1","Marinobacter_sp._ELB17_","18","35","34","4850","83227"
"2109","JN626286.1","Anabaena_cylindrica_PCC_7122_","37","20","19","5331","61448"
"2110","LN864819.1","Anabaena_cylindrica_PCC_7122_","57","20","19","5331","61448"
"2111","NZ_KX523901.1","Anabaena_cylindrica_PCC_7122_","12","0","0","5331","61448"
"2112","MT441554.1","Anabaena_cylindrica_PCC_7122_","18","0","0","5331","61448"
"2113","JN626286.1","Leptolyngbya_boryana_PCC_6306_","37","0","0","6683","115738"
"2114","LN864819.1","Leptolyngbya_boryana_PCC_6306_","57","0","0","6683","115738"
"2115","NZ_KX523901.1","Leptolyngbya_boryana_PCC_6306_","12","0","0","6683","115738"
"2116","MT441554.1","Leptolyngbya_boryana_PCC_6306_","18","0","0","6683","115738"
"2117","JN626286.1","Aggregatibacter_actinomycetemcomitans_HK1651_","37","23","22","2331","25732"
"2118","LN864819.1","Aggregatibacter_actinomycetemcomitans_HK1651_","57","23","22","2331","25732"
"2119","NZ_KX523901.1","Aggregatibacter_actinomycetemcomitans_HK1651_","12","0","0","2331","25732"
"2120","MT441554.1","Aggregatibacter_actinomycetemcomitans_HK1651_","18","33","32","2331","25732"
"2121","JN626286.1","Bacteroides_fragilis_NCTC_9343_","37","151","503","4236","58209"
"2122","LN864819.1","Bacteroides_fragilis_NCTC_9343_","57","157","523","4236","58209"
"2123","NZ_KX523901.1","Bacteroides_fragilis_NCTC_9343_","12","101","193","4236","58209"
"2124","MT441554.1","Bacteroides_fragilis_NCTC_9343_","18","92","89","4236","58209"
"2125","JN626286.1","Burkholderia_pseudomallei_K96243_","37","105","106","5736","101044"
"2126","LN864819.1","Burkholderia_pseudomallei_K96243_","57","113","114","5736","101044"
"2127","NZ_KX523901.1","Burkholderia_pseudomallei_K96243_","12","74","73","5736","101044"
"2128","MT441554.1","Burkholderia_pseudomallei_K96243_","18","97","102","5736","101044"
"2129","JN626286.1","Clostridium_acetobutylicum_ATCC_824_","37","68","75","3674","53403"
"2130","LN864819.1","Clostridium_acetobutylicum_ATCC_824_","57","68","75","3674","53403"
"2131","NZ_KX523901.1","Clostridium_acetobutylicum_ATCC_824_","12","0","0","3674","53403"
"2132","MT441554.1","Clostridium_acetobutylicum_ATCC_824_","18","23","22","3674","53403"
"2133","JN626286.1","Peptoclostridium_difficile_630_","37","83","102","3825","56970"
"2134","LN864819.1","Peptoclostridium_difficile_630_","57","83","102","3825","56970"
"2135","NZ_KX523901.1","Peptoclostridium_difficile_630_","12","43","42","3825","56970"
"2136","MT441554.1","Peptoclostridium_difficile_630_","18","43","42","3825","56970"
"2137","JN626286.1","Gluconacetobacter_diazotrophicus_PA1_5_","37","121","119","3811","45926"
"2138","LN864819.1","Gluconacetobacter_diazotrophicus_PA1_5_","57","184","183","3811","45926"
"2139","NZ_KX523901.1","Gluconacetobacter_diazotrophicus_PA1_5_","12","54","53","3811","45926"
"2140","MT441554.1","Gluconacetobacter_diazotrophicus_PA1_5_","18","126","128","3811","45926"
"2141","JN626286.1","Lactobacillus_acidophilus_NCFM_","37","30","28","1863","23950"
"2142","LN864819.1","Lactobacillus_acidophilus_NCFM_","57","30","28","1863","23950"
"2143","NZ_KX523901.1","Lactobacillus_acidophilus_NCFM_","12","3","2","1863","23950"
"2144","MT441554.1","Lactobacillus_acidophilus_NCFM_","18","12","10","1863","23950"
"2145","JN626286.1","Lactococcus_lactis_subsp._lactis_Il1403_","37","25","24","2266","33438"
"2146","LN864819.1","Lactococcus_lactis_subsp._lactis_Il1403_","57","25","24","2266","33438"
"2147","NZ_KX523901.1","Lactococcus_lactis_subsp._lactis_Il1403_","12","34","33","2266","33438"
"2148","MT441554.1","Lactococcus_lactis_subsp._lactis_Il1403_","18","52","53","2266","33438"
"2149","JN626286.1","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_","37","59","85","2949","36859"
"2150","LN864819.1","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_","57","83","110","2949","36859"
"2151","NZ_KX523901.1","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_","12","59","64","2949","36859"
"2152","MT441554.1","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_","18","69","75","2949","36859"
"2153","JN626286.1","Listeria_innocua_Clip11262_","37","66","90","3091","48590"
"2154","LN864819.1","Listeria_innocua_Clip11262_","57","66","90","3091","48590"
"2155","NZ_KX523901.1","Listeria_innocua_Clip11262_","12","14","13","3091","48590"
"2156","MT441554.1","Listeria_innocua_Clip11262_","18","44","42","3091","48590"
"2157","JN626286.1","Methylobacterium_extorquens_AM1_","37","116","148","4996","71208"
"2158","LN864819.1","Methylobacterium_extorquens_AM1_","57","186","229","4996","71208"
"2159","NZ_KX523901.1","Methylobacterium_extorquens_AM1_","12","62","61","4996","71208"
"2160","MT441554.1","Methylobacterium_extorquens_AM1_","18","95","100","4996","71208"
"2161","JN626286.1","Mycobacterium_leprae_TN_","37","56","69","1613","22001"
"2163","LN864819.1","Mycobacterium_leprae_TN_","57","56","69","1613","22001"
"2164","NZ_KX523901.1","Mycobacterium_leprae_TN_","12","36","35","1613","22001"
"2165","MT441554.1","Mycobacterium_leprae_TN_","18","42","42","1613","22001"
"2166","JN626286.1","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_","37","25","24","1050","13069"
"2167","LN864819.1","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_","57","25","24","1050","13069"
"2168","NZ_KX523901.1","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_","12","25","24","1050","13069"
"2169","MT441554.1","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_","18","25","24","1050","13069"
"2170","JN626286.1","Mycoplasma_pulmonis_UAB_CTIP_","37","38","37","788","9995"
"2171","LN864819.1","Mycoplasma_pulmonis_UAB_CTIP_","57","38","37","788","9995"
"2172","NZ_KX523901.1","Mycoplasma_pulmonis_UAB_CTIP_","12","38","37","788","9995"
"2173","MT441554.1","Mycoplasma_pulmonis_UAB_CTIP_","18","38","37","788","9995"
"2174","JN626286.1","Rhodobacter_capsulatus_SB_1003_","37","64","72","3493","46254"
"2175","LN864819.1","Rhodobacter_capsulatus_SB_1003_","57","64","72","3493","46254"
"2176","NZ_KX523901.1","Rhodobacter_capsulatus_SB_1003_","12","0","0","3493","46254"
"2177","MT441554.1","Rhodobacter_capsulatus_SB_1003_","18","19","18","3493","46254"
"2178","JN626286.1","Rhodobacter_sphaeroides_2.4.1_","37","126","143","3991","59215"
"2179","LN864819.1","Rhodobacter_sphaeroides_2.4.1_","57","126","143","3991","59215"
"2180","NZ_KX523901.1","Rhodobacter_sphaeroides_2.4.1_","12","80","80","3991","59215"
"2181","MT441554.1","Rhodobacter_sphaeroides_2.4.1_","18","94","102","3991","59215"
"2182","JN626286.1","Rickettsia_prowazekii_str._Madrid_E_","37","79","84","843","16329"
"2183","LN864819.1","Rickettsia_prowazekii_str._Madrid_E_","57","79","84","843","16329"
"2184","NZ_KX523901.1","Rickettsia_prowazekii_str._Madrid_E_","12","45","44","843","16329"
"2185","MT441554.1","Rickettsia_prowazekii_str._Madrid_E_","18","84","89","843","16329"
"2186","JN626286.1","Rickettsia_sibirica_246_","37","0","0","1234","21197"
"2187","LN864819.1","Rickettsia_sibirica_246_","57","0","0","1234","21197"
"2188","NZ_KX523901.1","Rickettsia_sibirica_246_","12","0","0","1234","21197"
"2189","MT441554.1","Rickettsia_sibirica_246_","18","26","25","1234","21197"
"2190","JN626286.1","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_","37","74","73","2603","41585"
"2191","LN864819.1","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_","57","45","44","2603","41585"
"2192","NZ_KX523901.1","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_","12","45","44","2603","41585"
"2193","MT441554.1","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_","18","45","44","2603","41585"
"2194","JN626286.1","Ureaplasma_parvum_serovar_3_str._ATCC_700970_","37","0","0","727","11427"
"2195","LN864819.1","Ureaplasma_parvum_serovar_3_str._ATCC_700970_","57","0","0","727","11427"
"2196","NZ_KX523901.1","Ureaplasma_parvum_serovar_3_str._ATCC_700970_","12","0","0","727","11427"
"2197","MT441554.1","Ureaplasma_parvum_serovar_3_str._ATCC_700970_","18","0","0","727","11427"
"2198","JN626286.1","Wolinella_succinogenes_DSM_1740_","37","80","80","2107","38496"
"2199","LN864819.1","Wolinella_succinogenes_DSM_1740_","57","80","80","2107","38496"
"2200","NZ_KX523901.1","Wolinella_succinogenes_DSM_1740_","12","67","67","2107","38496"
"2201","MT441554.1","Wolinella_succinogenes_DSM_1740_","18","67","67","2107","38496"
"2202","JN626286.1","Serratia_marcescens_subsp._marcescens_Db11_","37","115","131","4716","61163"
"2203","LN864819.1","Serratia_marcescens_subsp._marcescens_Db11_","57","97","114","4716","61163"
"2204","NZ_KX523901.1","Serratia_marcescens_subsp._marcescens_Db11_","12","76","78","4716","61163"
"2205","MT441554.1","Serratia_marcescens_subsp._marcescens_Db11_","18","93","101","4716","61163"
"2206","JN626286.1","Microbacterium_oleivorans_","37","13","12","2781","38379"
"2207","LN864819.1","Microbacterium_oleivorans_","57","13","12","2781","38379"
"2208","NZ_KX523901.1","Microbacterium_oleivorans_","12","0","0","2781","38379"
"2209","MT441554.1","Microbacterium_oleivorans_","18","21","20","2781","38379"
"2210","JN626286.1","Pediococcus_pentosaceus_ATCC_25745_","37","0","0","1753","24378"
"2211","LN864819.1","Pediococcus_pentosaceus_ATCC_25745_","57","0","0","1753","24378"
"2212","NZ_KX523901.1","Pediococcus_pentosaceus_ATCC_25745_","12","0","0","1753","24378"
"2213","MT441554.1","Pediococcus_pentosaceus_ATCC_25745_","18","34","33","1753","24378"
"2214","JN626286.1","Diplosphaera_colitermitum_TAV2_","37","0","0","4807","50918"
"2215","LN864819.1","Diplosphaera_colitermitum_TAV2_","57","0","0","4807","50918"
"2216","NZ_KX523901.1","Diplosphaera_colitermitum_TAV2_","12","0","0","4807","50918"
"2217","MT441554.1","Diplosphaera_colitermitum_TAV2_","18","0","0","4807","50918"
"2218","JN626286.1","Acidobacteriaceae_bacterium_TAA166_","37","0","0","4698","69777"
"2219","LN864819.1","Acidobacteriaceae_bacterium_TAA166_","57","0","0","4698","69777"
"2220","NZ_KX523901.1","Acidobacteriaceae_bacterium_TAA166_","12","0","0","4698","69777"
"2221","MT441554.1","Acidobacteriaceae_bacterium_TAA166_","18","0","0","4698","69777"
"2222","JN626286.1","Bacillus_licheniformis_DSM_13_=_ATCC_14580_","37","68","87","4181","62686"
"2223","LN864819.1","Bacillus_licheniformis_DSM_13_=_ATCC_14580_","57","68","87","4181","62686"
"2224","NZ_KX523901.1","Bacillus_licheniformis_DSM_13_=_ATCC_14580_","12","0","0","4181","62686"
"2225","MT441554.1","Bacillus_licheniformis_DSM_13_=_ATCC_14580_","18","0","0","4181","62686"
"2226","JN626286.1","Novosphingobium_aromaticivorans_DSM_12444_","37","0","0","3767","42443"
"2227","LN864819.1","Novosphingobium_aromaticivorans_DSM_12444_","57","0","0","3767","42443"
"2228","NZ_KX523901.1","Novosphingobium_aromaticivorans_DSM_12444_","12","0","0","3767","42443"
"2229","MT441554.1","Novosphingobium_aromaticivorans_DSM_12444_","18","0","0","3767","42443"
"2230","JN626286.1","Pseudogulbenkiania_ferrooxidans_2002_","37","36","35","3925","104349"
"2231","LN864819.1","Pseudogulbenkiania_ferrooxidans_2002_","57","36","35","3925","104349"
"2232","NZ_KX523901.1","Pseudogulbenkiania_ferrooxidans_2002_","12","0","0","3925","104349"
"2233","MT441554.1","Pseudogulbenkiania_ferrooxidans_2002_","18","37","36","3925","104349"
"2234","JN626286.1","Staphylococcus_haemolyticus_JCSC1435_","37","104","118","2690","31829"
"2235","LN864819.1","Staphylococcus_haemolyticus_JCSC1435_","57","104","118","2690","31829"
"2236","NZ_KX523901.1","Staphylococcus_haemolyticus_JCSC1435_","12","76","74","2690","31829"
"2237","MT441554.1","Staphylococcus_haemolyticus_JCSC1435_","18","63","66","2690","31829"
"2238","JN626286.1","Leifsonia_xyli_subsp._xyli_str._CTCB07_","37","51","52","2040","22175"
"2239","LN864819.1","Leifsonia_xyli_subsp._xyli_str._CTCB07_","57","47","48","2040","22175"
"2240","NZ_KX523901.1","Leifsonia_xyli_subsp._xyli_str._CTCB07_","12","27","26","2040","22175"
"2241","MT441554.1","Leifsonia_xyli_subsp._xyli_str._CTCB07_","18","45","44","2040","22175"
"2242","JN626286.1","Bartonella_quintana_str._Toulouse_","37","59","73","1143","17469"
"2243","LN864819.1","Bartonella_quintana_str._Toulouse_","57","59","73","1143","17469"
"2244","NZ_KX523901.1","Bartonella_quintana_str._Toulouse_","12","38","37","1143","17469"
"2245","MT441554.1","Bartonella_quintana_str._Toulouse_","18","52","53","1143","17469"
"2246","JN626286.1","Bartonella_henselae_str._Houston-1_","37","29","33","1507","20985"
"2247","LN864819.1","Bartonella_henselae_str._Houston-1_","57","29","33","1507","20985"
"2248","NZ_KX523901.1","Bartonella_henselae_str._Houston-1_","12","8","12","1507","20985"
"2249","MT441554.1","Bartonella_henselae_str._Houston-1_","18","25","29","1507","20985"
"2250","JN626286.1","Pseudoalteromonas_sp._Bsw20308_","37","0","0","4172","56052"
"2251","LN864819.1","Pseudoalteromonas_sp._Bsw20308_","57","0","0","4172","56052"
"2252","NZ_KX523901.1","Pseudoalteromonas_sp._Bsw20308_","12","0","0","4172","56052"
"2253","MT441554.1","Pseudoalteromonas_sp._Bsw20308_","18","0","0","4172","56052"
"2254","JN626286.1","Idiomarina_loihiensis_L2TR_","37","85","104","2630","37288"
"2255","LN864819.1","Idiomarina_loihiensis_L2TR_","57","93","119","2630","37288"
"2256","NZ_KX523901.1","Idiomarina_loihiensis_L2TR_","12","57","56","2630","37288"
"2257","MT441554.1","Idiomarina_loihiensis_L2TR_","18","69","70","2630","37288"
"2258","JN626286.1","Streptomyces_flavovariabilis_","37","0","0","7823","147851"
"2259","LN864819.1","Streptomyces_flavovariabilis_","57","0","0","7823","147851"
"2260","NZ_KX523901.1","Streptomyces_flavovariabilis_","12","0","0","7823","147851"
"2261","MT441554.1","Streptomyces_flavovariabilis_","18","0","0","7823","147851"
"2262","JN626286.1","Streptomyces_xylophagus_","37","0","0","10137","202332"
"2263","LN864819.1","Streptomyces_xylophagus_","57","0","0","10137","202332"
"2264","NZ_KX523901.1","Streptomyces_xylophagus_","12","0","0","10137","202332"
"2265","MT441554.1","Streptomyces_xylophagus_","18","0","0","10137","202332"
"2266","JN626286.1","Streptomyces_fulvoviolaceus_","37","0","0","10506","231545"
"2267","LN864819.1","Streptomyces_fulvoviolaceus_","57","0","0","10506","231545"
"2268","NZ_KX523901.1","Streptomyces_fulvoviolaceus_","12","0","0","10506","231545"
"2269","MT441554.1","Streptomyces_fulvoviolaceus_","18","0","0","10506","231545"
"2270","JN626286.1","Amycolatopsis_rifamycinica_","37","0","0","8316","151640"
"2271","LN864819.1","Amycolatopsis_rifamycinica_","57","0","0","8316","151640"
"2272","NZ_KX523901.1","Amycolatopsis_rifamycinica_","12","0","0","8316","151640"
"2273","MT441554.1","Amycolatopsis_rifamycinica_","18","20","19","8316","151640"
"2274","JN626286.1","Bradyrhizobium_sp._BTAi1_","37","94","117","7643","125981"
"2275","LN864819.1","Bradyrhizobium_sp._BTAi1_","57","94","117","7643","125981"
"2276","NZ_KX523901.1","Bradyrhizobium_sp._BTAi1_","12","0","0","7643","125981"
"2277","MT441554.1","Bradyrhizobium_sp._BTAi1_","18","59","56","7643","125981"
"2278","JN626286.1","Renibacterium_salmoninarum_ATCC_33209_","37","29","28","3507","40469"
"2279","LN864819.1","Renibacterium_salmoninarum_ATCC_33209_","57","29","28","3507","40469"
"2280","NZ_KX523901.1","Renibacterium_salmoninarum_ATCC_33209_","12","0","0","3507","40469"
